user_id,parent_asin,datetime,rating,title,text,session_interaction_count,time_delta_seconds,is_returned
AENOQPZF7HQERNM3TNR2UQUE7RBA,B076VQL1LJ,40:01.4,2,Broke,"This watch does not keep time, it's really lightweight and flimsy, and broke after 4 days of barely using it.  This was a waste of money.  And the ring.  Don't get me started on the ring.  The metal coating on it was flaking off of it immediately, and it has jagged edges.  Ouch.",2,233.272,0
AENOQPZF7HQERNM3TNR2UQUE7RBA,B072C9CVY9,46:04.8,1,Waste of Money and Time,The propellers don’t stand erect.  They fall to the side like a limp noodle.  Very disappointing since I got them for a birthday party.  Had to return them.  The wire is too long and too bendy and the propeller and beads were clearly added as an afterthought.  Don’t waste your money.,3,7092363.409,1
AENOQPZF7HQERNM3TNR2UQUE7RBA,B001955P78,47:53.9,1,Don’t Be Fooled,"Nowhere in the description does it say this is a model kit with tons of pieces that you have to put together.  Very light plastic and even if I were in the mood to glue a car kit together, it still isn’t worth the money.",4,109.092,0
AEOHG6PY5ZRVGSZ32SWS3T32FAUA,B087R7VK35,20:14.7,5,Linen cotton blend,"Went up a size to XL to fit waist of 32. Weight 190, 5ft7. Comfortable. Linen color has a slight yellow cast. Washed cool water, dryer for 15 minutes and hung to finish drying. No shrinkage or wrinkles. Not as soft as rayon pants but should soften with washes.",1,-1,0
AEOHG6PY5ZRVGSZ32SWS3T32FAUA,B099HB24JM,23:17.8,5,"Good value, lightweight","Wash well, shrank maybe an inch in dryer but they come long so still cover to wear with leggings. Very stretchy and comfy. Colors are still good after several washes.",2,183.141,0
AEOHG6PY5ZRVGSZ32SWS3T32FAUA,B09H4LZHMT,16:58.1,3,Very soft,Nice soft material and color but shows muffin top.,3,10274020.24,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B00NGH327W,24:28.0,5,"like them, fit well n flattering","Cute, like them, fit well n flattering. Very warm as pc.j's or under clothes.",1,-1,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B00R3YU12I,49:31.0,5,Five Stars,Well made & functional!,2,16320303,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B01D2ODEZ8,54:32.0,4,"beautiful, cut slightly small.","Beautiful, the only reason I gave 4 stars, is they run smaller than the other size 37's that I've ordered from this co..",3,10274701,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B01D2UI1Q4,22:09.0,3,"In comparison to other tops lk this, bralettes, ...","In comparison to other tops lk this, bralettes, this one is fitted for a juniors' physique. Im 30&#34; around ribs, a sz.D, w/6&#34; differential, over top of bust. This barely fits over my chest. Other bralettes, w/same price point, having the ladder back, or criss cross back, fit perfectly, as Im a D, but quite small on top, this one, I wont be able to wear.:(",4,1002457,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B01F313PC0,59:35.0,4,Very cute stylish dress!!,"I'd give 4.5 stars if I could. I'm not sure if I'll be keeping this. It might be too short for tge conservative wedding I bought it for. But its very pretty, stylish, well made, and flattering. It is short though. I'm 5'6&quot;, &amp; about 145. I wear a 6,7,8, or a 28 in jeans. I wore a Medium. Its a touch baggy in the waist. I wear a 34D.",5,6835046,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B01FZAI41G,10:54.0,5,1 of the best dresses I've ever owned!:),"I cannot say enough about this dress! I LOVE it!! I'd pay $60 for it, np. The fact that its $22, just makes it even better. I'm normally a sz.6/7/8 in dresses. A sz28 pants, and a small or Med. in tops. Im 5'6&#34;&147, and I got the Medium and its perfect.<br />One of the best Amazon purchases I've ever gotten. I wish it came in other colors. I bought black, but am not a huge fan of white. SUCH a great, flattering dress!",6,1044679,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B012EGFWMS,42:34.0,4,Great stand!!!,"Great jewelry stand. My only complaint is that it is not heavier, as it can topple over. But overall I love it.",7,19643500,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B06XK5N6TN,19:30.0,5,Great little outfit!!,"Love this adorable outfit!! I got it for my nephew, who's on the smaller side, but it fits as it should. The quality also seems great. I'm very happy with this purchase.",8,3281816,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B077998B81,50:52.0,3,Not as cute in person,"Weird shape/ design, buttons sit at odd angle on hips",9,30850281.99,0
AEOKAEDVIQJF4BORVSOVIUEUTWDQ,B07CSLZ86C,00:13.4,5,Love it!,"Excellent Quality,& Adorable! Would definitely buy again!",10,36846561.39,0
AEON3UAU3UUO5V6WLSUXGDJ3DRJQ,B08975SZ6V,10:40.6,4,"Runs large, I think.?","Ordered one size larger, per the other reviewers' comments, but it is WAY too big. Shouldve ordered closer to my size.",1,-1,0
AEON3UAU3UUO5V6WLSUXGDJ3DRJQ,B087LT7KWF,16:36.6,3,ORDER ONE SIXE LARGER,"Yeah, can't wear this unless I lose some weight... be sure to order a size larger. I guess China thinks we're all fat over here.<br /><br />Secondly, this shirt is SHEER. You WILL need an undershirt, unless you a ho.",2,30078355.97,0
AEON3UAU3UUO5V6WLSUXGDJ3DRJQ,B08T1N737Z,45:49.3,2,Just. No.,"This is not flexible in any way, and it is not made for a small face. Seriously doesn't mold to any face, so I""m not sure if you can get any true protection.",3,1752.689,0
AEP42AJQLNVHOROH4BWTGNP3IQQQ,B01N7VBYY0,58:04.1,5,Happy customer,"Good quality, fit well, recipient loved them, recommended.",1,-1,0
AEP42AJQLNVHOROH4BWTGNP3IQQQ,B01MZ6V4FO,05:48.0,5,As described,Recipient loved them....a real taco nut....for well....nice quality.,2,1688863.912,0
AEP42AJQLNVHOROH4BWTGNP3IQQQ,B07LCRJP76,04:11.3,5,Recipient liked them !!!,Good quality product....fit well....NO loose strings or bad seams...recommended.,3,28169903.38,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B07T28HZBX,15:55.2,5,AWESOME LEATHER BELT for JEANS or KHAKIS,"This 1.5” wide matte finished brown leather belt is well made, perfect for either casual or formal outfits.<br /><br />The bevel that runs along each side is immaculate, the five sizing holes are punched cleanly and the matte black buckle provides a nice accent without being flashy.<br /><br />This is a high quality belt you will be happy to own and wear again and again.<br /><br />⭐️As with all Drew’s Reviews, if I discover something new about this product - good or bad - I will UPDATE my review.  I believe in creating detailed, complete reviews because, like you, I depend on them when I am shopping.  If you found my review HELPFUL - please click ⬇️ below!⭐️",1,-1,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B07SKSWZMN,52:22.6,4,DECENT BIFOCAL SUNGLASSES,"While these glasses aren’t top of the line, they are well made, super lightweight and work great for reading in the sun.<br /><br />The lower third of the lenses have the 1.50X magnification area and slightly less tinting.<br /><br />The nose pads wrap completely around the metal of the bridge piece so they will not come loose and fall off.<br /><br />The arms are screwed into brackets that are riveted through the outer edge of the lenses.  All of the connections are very secure and appear as though they will hold up well.<br /><br />The glasses come with a nice semi-rigid case that will protect the glasses well and a microfiber cleaning cloth.<br /><br />This is a product that I would recommend I’ve found these glasses comfortable to wear while laying by the pool reading.<br /><br />⭐️As with all Drew’s Reviews, if I discover something new about this product - good or bad - I will UPDATE my review.  I believe in creating detailed, complete reviews because, like you, I depend on them when I am shopping.  If you found my review HELPFUL - please click ⬇️ below!⭐️",2,2187.39,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B07MDD1JJK,39:25.2,4,"BEAUTIFUL, WELL MADE CHAIN","Depending on where you look on the listing it’s plated with either white gold or platinum - that is unclear but what is clear is it looks great.<br /><br />Obviously a jeweler will be able to spot the difference but the majority of people will not.<br /><br />The chain is well made. The links are solid and each is connected to the next so that it moves easily yet stays secure.<br /><br />Each of the stones is well set and made to withstand wearing and cleaning.<br /><br />The clasp employs a double safety which will prevent it from accidentally coming off.<br /><br />This chain comes well wrapped in a felt bag that is within a nice black jewelry box ready for gifting.<br /><br />This a really nice product that I would recommend.<br /><br />⭐️As with all Drew’s Reviews, if I discover something new about this product - good or bad - I will UPDATE my review.  I believe in creating detailed, unbiased, complete reviews because, like you, I depend on reviews when I am shopping.  If you found this review HELPFUL - please click ⬇️ below, to let me know!⭐️",3,6371222.652,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B07X2L1X34,06:27.9,5,"BEAUTIFUL SCARF - WATER RESISTANT, GREAT WEIGHT & PERFECT SIZE","This is really a gorgeous scarf - the shades of blue are beautiful and the pattern is not too busy.  It is the perfect accessory for any winter wardrobe.<br /><br />This generous sized scarf is water resistant making it perfect for cold damp days when you need to layer, yet it is not so heavy that you can’t wear it during the spring and fall.<br /><br />The acrylic woven material is durable and easy to care for - just quickly hand wash in the sink and hang to dry.<br /><br />This is a beautiful scarf and an all around great purchase whether for yourself or as a gift.<br /><br />⭐️As with all Drew’s Reviews, if I discover something new about this product - good or bad - I will UPDATE my review.  I believe in creating detailed, unbiased, complete reviews because, like you, I depend on reviews when I am shopping.  If you found this review HELPFUL - please click ⬇️ below, to let me know!⭐️",4,1992422.676,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B082KJC6KJ,20:55.3,4,SAY GOODBYE TO BLISTERS AND SORE FEET AFTER A FULL DAY OF HIKING!,Comfortable socks for camping and hiking!<br /><br />I found that these socks are excellent for long hikes or camping. They provide excellent padding in all the places where I typically develop blisters.  Whether it’s around the toes or ankle that you tend to rub when on long hikes these socks have you covered. They reinforced all of this critical areas providing added padding and strength.<br /><br />These socks are a tad warmer blend than my normal hiking soles but definitely not as warm as my winter hiking socks. I would advise these for spring or fall.<br /><br />A word of caution that is common with all socks in this style is if they happen to get wet they required more time than I<br />typical to dry.<br /><br />After fully testing this product I wouldn’t hesitate to recommend it or purchase it next time I need this type of item.,5,10592067.4,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B0855K2FRG,40:03.2,5,Great Set of Expandable Packing Organizers,"Utilizing compression bags when traveling is a great way to not only stay organized but save on valuable space within your luggage.<br /><br />I started using these types of products several years ago and quickly realized that they are not all made equally.  These are a particularly nice, well designed, high quality set.<br /><br />This set comes with 2 bags - both a large and a medium.  Other than the slight size difference they are the same.<br /><br />The have handles allowing them to easily be carried.  The design includes heavy duty double zippers which both close the cube and allow it to expand in depth.  The mesh on the front of the case allows for ventilation and won’t trap air inside when you squeeze clothes in tightly if you are trying to maximize space.<br /><br />When packing for a trip I utilize these by placing shirts in one and shorts, bathing suits and the like in the other.  When returning I use them to separate clean and dirty laundry.<br /><br />Besides being very well made and being able to hold a great deal, another wonderful feature is they are machine washable.<br /><br />These are an excellent purchase and make staying organized when traveling much easier.  I definitely recommend this set.",6,4295947.902,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B0895NZGLW,53:13.1,5,GREAT HAT FOR SUN PROTECTION WHEN WORKING OUTSIDE OR ON THE WATER,"Anyone who has spent time on the water, whether the ocean, stream or lake, understands how intense the reflected sun’s rays can be and the potential for sunburn.<br /><br />This wide brimmed hat by ICOLOR is absolutely perfect for full head and neck protection from the sun’s powerful rays.<br /><br />The hat and neck shield is made from a light weight material that breathes really well, in addition there are mesh panels on each side of the hat helping keep you from getting too hot.  The light grey color reflects the sun unlike dark colors.<br /><br />The hat has an adjustable cord helping to keep the hat in place in windy conditions.<br /><br />This hat is easily foldable so you can fit it in most any bag so it’s ready whenever you need it.<br /><br />I have had no issue laundering this item at home.<br /><br />This is an outstanding product that I definitely recommend, especially for people who spend time on the water.",7,12845589.93,0
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B08GBBRH2Y,19:38.0,5,BEST TRAVEL SHOE BAGS I’VE SEEN,"Owning a separate bag to pack your shoes in when traveling was something I did not start doing until well into adulthood - but it is only smart.  Who wants the dirt and grime collected on the soles of your shoes anywhere close to the rest of what is in your suitcase?  Not I.<br /><br />I have owned a few sets of shoe bags - most are nylon bags with a draw string and they do work ok.  On the other hand this zippered bag by Bagail is really a step above those designs.<br /><br />The nylon sacks will keep your shoes contained but if you happened to have loose dirt come free from the soles of your shoes it can come free of the bag and end up on your other belongings - not so with this zipper closed bag.<br /><br />This bag is designed to completely protect your shoes and your clothes from your shoes.  The bag is constructed from high quality materials that are water resistant and made to hold up to long term use.<br /><br />The zippers are superb and protected as to not snag on other garments within your suitcase when traveling - easy to both grab, smoothly open and close.<br /><br />I wear a men’s size 8.5 and this bag works perfectly, this bag will definitely accommodate men’s shoes size 12.<br /><br />This is an outstanding travel shoe bag that is well made, looks great and will protect not only your shoes but the rest of what’s in your suitcase.  It’s perfect for transporting your expensive dress shoes, gym shoes or any others so you know they will arrive without damage and your clothes will not be soiled by dirt from your shoes.<br /><br />This is an excellent product that I definitely recommend.",8,28574784.83,0
AEPWU76ZBAV7QMQQIPAUU75BS3ZA,B07SFSZZ1M,27:38.0,5,Great flamingo value,Niece loved this set for our trip,1,-1,0
AEPWU76ZBAV7QMQQIPAUU75BS3ZA,B07GXHLTRP,39:28.4,5,Guest,Very comfy,2,710.457,0
AEPWU76ZBAV7QMQQIPAUU75BS3ZA,B00LXOPZCK,03:44.3,5,Great quality,Awesome for my nieces matt foley costume,3,307455.89,0
AEPWU76ZBAV7QMQQIPAUU75BS3ZA,B00L6H36TS,06:03.0,5,Great quality,Great for someone who breaks or loses sunglasses a lot,4,7338.696,0
AEQIVU6BF23G3ELOJDCE55WMERUA,B01G4GF35K,22:54.0,4,Not bad for the $$$,"Seems good for the price. I wish the belly part of the top was a bit looser but I could not go any larger or the top would fall off. If your on the bigger side in the middle order a size up, but all in all I like it.",1,-1,0
AEQIVU6BF23G3ELOJDCE55WMERUA,B01A7JH628,49:54.9,3,Good back up.,"Good to have around in case a post breaks on your earring especially a a performer. As far as quality, not so much but then again I didn't pay a lot.",2,37052820.94,0
AEQIVU6BF23G3ELOJDCE55WMERUA,B07X8DV3NY,50:20.7,3,Just meh.,Cheapily made. First pair had a hole. Has a short inseam. Colors are dark looks exactly like a uniform skirt.,3,89445625.74,0
AEQVIDKLU7EM22MQBJZNHWSBSVRQ,B0129849LG,32:03.0,5,Amazing!,"Purchased these years ago in store and wore them out.  When I found them on amazon, I ordered a half size down and they fit perfectly (I have somewhat narrow feet with a high arch).  These actually have arch support and are like walking on clouds.  The insoles WONT wear down over time.  Best slip ons ever :D",1,-1,0
AEQVIDKLU7EM22MQBJZNHWSBSVRQ,B06XDNLYR9,32:36.0,1,One Star,fits like a bag after following the other review suggestions.  The neck is very high. Definitely returning.,2,33,1
AEQVIDKLU7EM22MQBJZNHWSBSVRQ,B01HMVWD4K,38:57.0,5,Beautiful and flowy!,This is beautiful! Love the color.  Nice and flowy It was a little short on me (5'7&#34;) but that's how most things fit since I have a long torso.  Would be keeping this baby if the XL didnt give me that uni-boob effect on my 38Gs. :( sad to see it go back.,3,381,0
AER3KQQTR7T3N6ZIOUMB4VDALL2Q,B013GOYODK,47:21.0,5,Pretty,I like it and get lots of<br />Compliments when I wear it.,1,-1,0
AER3KQQTR7T3N6ZIOUMB4VDALL2Q,B06XSR8R6S,47:56.3,4,"Cute, a little cheap, but still fun","Fit true to size. Came with a small hole on the seam, that’s why 4 stars. Otherwise cute!",2,35553635.27,0
AER3KQQTR7T3N6ZIOUMB4VDALL2Q,B014IML3HE,24:35.7,4,Not for girls with booties,"Cute! But, a smidge short so it’s awkward. It doesn’t quite cover my booty. My booty is big tho. I still wear it with cute leggings, but it would look better over those leggings a smidge longer.",3,2199.42,0
AER3KQQTR7T3N6ZIOUMB4VDALL2Q,B01BPUFAEY,23:44.9,3,Three Stars,Fell apart after a couple washes.,4,1832349.177,0
AER5QOCSOHQTRB6WZ3VIU2OCRZZA,B07SH68CW4,16:03.7,5,Cute,"Very cute anklets , love that it comes in a pack for a great price ,",1,-1,0
AER5QOCSOHQTRB6WZ3VIU2OCRZZA,B07FTRY5WF,21:39.7,5,Cute purse,"Love Betsy Johnson purses. This purse is really cute , get lots of compliments",2,335.996,0
AER5QOCSOHQTRB6WZ3VIU2OCRZZA,B083SGGDY5,30:56.4,5,Statement earrings,"Love these earrings , I love big statement earrings an these are definitely that.",3,11444956.69,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B012N20BOM,23:06.0,1,I would pass,Very poor quality,1,-1,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B00K8B0VR8,25:03.0,5,Great earrings,Gorgeous! Great quality!,2,907317,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01M0S5WD5,25:24.0,4,Cute dress,Very cute dress,3,21,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01N5A3KWB,25:53.0,1,Too cheap looking for me,Chea[p looking,4,162029,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B0076WTDC6,52:41.0,1,Skip these....,They look like plastic,5,2831208,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01H01BYKQ,50:15.0,1,cheap cheap cheap,I'd pass on this one.... The material is cheap and the shape is irregular. The fit does not resemble the picture at all.,6,7819054,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01HNXUCTU,57:02.0,1,Pass on this one,"Really thin poor quality fabric. Not a good buy, I'd recommend passing on this one. The picture looks much better than the actual product.",7,407,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01NBWWSOX,36:07.4,5,Beautiful earrings!,Great quality and the royal blue color I ordered was so pretty and vivid.,8,41456345.39,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B07FKM2M45,32:31.6,1,"Looks high end, but runs small","Very small, I would order up at least 2 sizes. However, it is darling skirt and looks much more expensive than it was.",9,2062584.175,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B07FTFWTQ6,00:12.6,5,Classy! Looks like real leather and the quality is great!,"I love this skirt! Looks like a few hundred $ piece!, at such a great price. It is not real leather, but it sure appears to be when you are wearing it. I am going back for the other color. It's also very slimming and trendy for the times.",10,1661.046,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B07CKV7BXR,29:56.0,3,Gorgeous blouse but way too small...,"I am not a large woman, except for ‘the DD girls.’ I bought a large, but the smooshed look was terrible. One wrong move and I may have busted out of it. If you’re bigger than a C cup,  this blouse probably won’t be a good fit for you. I was so disappointed... Its a simple, yet very elegant look, and the fabric was great quality for the price.  I wish they had an extra large, because it’s truly so pretty.",11,239383.438,1
AER7BPYAMW5CAICYIJX7QW64MBIA,B07DL8NTC6,58:23.4,3,Really odd-cheap material,"You get what you pay for...It looks okay, but the fabric is scratchy.  For the price, I suppose it’s not bad if you just want a new look and you only wear the blouse a few times.... I returned it, regardless of the great price.",12,1373307.401,1
AER7BPYAMW5CAICYIJX7QW64MBIA,B07H6LLKSR,10:29.9,5,Love!,Really cute-superb quality.,13,10393926.46,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B01BIA64CI,26:35.2,5,STUNNING!,Beautiful earrings-top notch quailty!,14,965.296,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B07M71NCV7,21:45.3,5,Very high-end material,"Great quality dress. If you are a D cup or bigger, it might be a little tight, but a smaller chest would be perfect.  The fabric has some weight to it, you can feel it’s a higher end dress.",15,3837310.116,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B07G9ZXM41,03:53.6,1,runs WAY small,"I do have a big chest 36D, 140#, 5'5 The extra large was way too small, I could get it on, but not wearable. Unless you are a beanpol or teen girl, skip this one. The material is nice,, however unless it was drycleaned, I can't imagaine it would wash well.",16,9549728.309,1
AER7BPYAMW5CAICYIJX7QW64MBIA,B07F1DL944,30:33.7,1,Way too small,"I generally wear an eight, but this was so small you think it was  intended to be a tight dress or something....  not a swim cover up in the least. Bummer because it’s cute, it might fit my nine-year-old niece, but not a grown woman.",17,3569200.031,1
AER7BPYAMW5CAICYIJX7QW64MBIA,B07W5CX957,55:56.4,1,Junk!,"The earrings came completely broken, no post at all.  I guess you get what you pay for, junk !",18,15611122.79,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B082MMS87N,48:15.0,3,"Cute, but runs very small","It’s not bad quality, it just runs very small and it’s very short. It could just be me, I’m a 36 DD. It would probably work great for an A or a B cup, or someone that has a belly worth sporting...😀",19,3203538.514,0
AER7BPYAMW5CAICYIJX7QW64MBIA,B073QSQ9N1,52:08.3,5,Stunning!,"I paired this big beauty with a rainbow band.  I really love this ring- highly recommend!  Its very comfortable, and the way its cuts makes it extra vibrant.",20,5537033.34,0
AERPWKCHPT2FKXZ3ELJXOMK6CGXQ,B019RLHSO8,24:27.4,3,not a bandage dress,"This dress is not a bandage dress, which means it would be pretty thick material and not very stretchy. This dress is made of pretty thin material and does not suck in anything or hide anything.  It fits fine, true to size, I usually wear a medium and this medium fits well. The top part is pretty tight, which is ok so nothing falls out. But overall it kind of looks a bit cheap, which it was, so I guess you get what you paid for.",1,-1,0
AERPWKCHPT2FKXZ3ELJXOMK6CGXQ,B089N4LGFL,39:41.6,4,very cute shirt,"This shirt is really cute. The material is very soft, it's almost smooth to the touch. The only thing is that it runs a bit big. I normally wear a medium but I got a small because the price was so much lower, good thing I did because even the small is pretty loose on me. But it's a great length and i'm overall very happy with the purchase.",2,69923714.18,0
AERPWKCHPT2FKXZ3ELJXOMK6CGXQ,B08SK6KQWF,06:48.1,2,It doesn't look 3D at all,"The picture for this shirt is misleading. There is nothing 3D about this shirt in real life, especially not when you wear it. The shirt is soft to the touch but it's not very breathable material and you get hot fast. My 6 year old son is happy with it but I wouldn't buy it again.",3,1626.503,0
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B01HM4F5RE,50:38.0,5,Very comfortable,"I love flannel pajamas, and these are super soft. A little on the thin side, which is what I was looking for because I also have flannel sheets and I want to be able to move around and be comfortable in my sleep.<br /><br />I made a mistake the first time ordering (I forgot to pick a size), but the return was nearlyeffortless and very quick. Thinking of getting another pair or two in different colors.",1,-1,0
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B01N1Q8XNJ,00:42.8,4,Be careful when ordering.,"The glasses are fine, but beware when you are ordering. I could have sworn I pulled down to my prescription level, but when you go to the next screen, I think it refreshed. Anyway, I got glasses that are a little weak. Like another customer said, it's not worth the hassle of returning, so be careful that in the checkout cart they have the right prescription. Other than that, they are fine.",2,31536604.85,0
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B08431WJND,14:57.7,5,Really cool/ it’s like a seatbelt!,"Great belt, looks just like a seatbelt! The only problem is that sometimes in my car I think I’ve already buckled up, and I got a ticket because it was just my pants belt.<br /><br />On more than one date I tried to show off the belt casually, and they joke like they ask me if I am on a roller coaster or did I forget to unbuckle before getting out of the car.<br /><br />In sum, I always feel safe, even if I’m not!",3,78844454.85,0
AET4ADL3QEOPDPFISNCIJKHJYWRQ,B01KXHNEG6,03:01.8,3,Cute but runs small on top,Loved the look but the chest area was too small overall.,1,-1,1
AET4ADL3QEOPDPFISNCIJKHJYWRQ,B07PHL65C4,36:00.7,5,Love it,Very cute and comfortable.,2,18516778.91,0
AET4ADL3QEOPDPFISNCIJKHJYWRQ,B06XDS65XN,44:51.0,5,Great summer dress,Love it. Cute and comfortable.,3,2887730.292,0
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,B07CQ84KLT,33:21.0,5,Polka Dot Blue,I love this dress but the fit was to tight around bust and waist . Order 1 size larger if you are extra blessed in these areas. I Will order again after loosing a few more pounds if it is in stock.,1,-1,0
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,B076MXXFQM,22:28.5,5,Color Fit Drape,Dress For Is Good. Fabric Is Soft With Good Weight. Drapes Nicely. Color Is Saturated Well.,2,20713747.53,0
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,B015WXZSZ6,15:54.3,3,SIZING,"Great Shoe Design. Runs Short In Sizing, Sadly Had To Return Them. I Truly Love Them. Next Size Up Won't Work For Me.",3,1216405.785,1
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,B07XSKZ21Q,36:07.4,5,Pretty Structured Support,This Is An Excellent Support Bra. The Extra Criss Cross give additional support in comforting way & bra is overall prettier than shown in product photos. Lovely.,4,58659613.06,0
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,B07H5VS318,49:59.4,5,LIGHTWEIGHT & NO SHRINK,Very Comfortable Light Weight Cover All. No Shrinkage After Many Machine Wash & Dryer. Great As Open Light Weight Robe Also.,5,1800832.034,0
AETGCWXC47MSMK6B2TLZ44KCFJZQ,B071WNP4MV,51:07.4,5,Super cool look,"Super cool look, lightweight and comfortable to wear. Very clear view and I feel my eyes are well protected. Came with a nice box case with magnetic closure. Great lightning deal price. Thanks, Amazon!",1,-1,0
AETGCWXC47MSMK6B2TLZ44KCFJZQ,B08NVNF9S6,41:19.2,5,Adorable for pre-schooler necklace,"I used this to make a 15 inch “Big Girl” necklace for my 3.5 yr old granddaughter. She loves the “secret msg” inside and the “beads”. I love the large, thick bail - so easy to add to a necklace or bracelet.<br />I have already ordered another one for my other 4 yr old granddaughter. 5 stars + 👍🏼👍🏼",2,103600211.8,0
AETGCWXC47MSMK6B2TLZ44KCFJZQ,B00SQNLOGW,51:51.8,5,Soft & pliable,Perfect for my 5yr old grand. This headband is super soft & flexible. No discomfort. She kept it on for the entire visit. Highly recommend,3,41505032.59,0
AETJAEHF2K3LYM4UNWHO4TL4ERWA,B01AV3IVE2,52:02.0,5,Five Stars,Gorgeous! Substantial piece! Not flimsy in anyway.,1,-1,0
AETJAEHF2K3LYM4UNWHO4TL4ERWA,B00T3K1NPE,05:55.0,4,Comfy and cute. Runs a little large.,Comfy and cute.  Runs a little large.,2,12932033,0
AETJAEHF2K3LYM4UNWHO4TL4ERWA,B0842C3MF3,44:34.1,5,Perfect,So soft!!<br /> 5’3” and 165 pounds.  Sized down to a  large and fits perfect.  Loose enough to cover imperfections.  Just long enough to wear with leggings.  Material is a soft slub material.  Not flimsy at all. So hard to find loose and long enough tanks.  Love it!!,3,115508319.1,0
AETOO3PKEEFCNIM6LR7VDVT2W4CA,B01CG1KTCY,37:31.0,3,... this comes above my knees - and I don't like that. I'm going to add lace or a ...,I'm only 5'4'' but this comes above my knees - and I don't like that.  I'm going to add lace or a layer of fabric.,1,-1,0
AETOO3PKEEFCNIM6LR7VDVT2W4CA,B01LBXDLEQ,54:56.0,3,Small,Seem &#34;cheap&#34;. Way small,2,6419845,0
AETOO3PKEEFCNIM6LR7VDVT2W4CA,B06XTTRY2N,31:37.8,5,Halloween - And now my nightgown,Husband warm for a Halloween costume – he was Granny that the wolf ate,3,52767401.81,0
AETTCQ34XRYAYKLWZZJZVRQM5MSQ,B00CWKAO20,38:43.0,4,Attractive Evening Wear,"This is a very attractive piece.  I have given it to my daughter who wore it with an all black lightweight sweater.  It stood out against the black.  It is not something to be worn with prints....nor the wrong fabric.  The chain has a more flashy look.  But you are best to wear this for evening wear.<br /><br />Careful with the glass stones, as one did come loose.  The chain, however is strong and lengthy.  Nice piece and it comes with its own little black pouch.  Rizzo",1,-1,0
AETTCQ34XRYAYKLWZZJZVRQM5MSQ,B00YFX4QA8,14:33.0,5,"Attractive Wallet, Spacious!  Well-made !","What I especially like about this wallet, is that it is small enough to fit in a regular purse.  But, it is also large enough to carry as a wallet/purse...for the times when you just when you do not want to carry a complete bag around.<br /><br />I can pop my phone in here, ipod, etc and with all my credit cards, cash, I can walk around places, without having to lug a purse.  The purse measures close to 8&#34; in length x 4&#34; high.  It is patent leather, meaning, it always maintains the beautiful shine.  You can use this formally,  or very casually.  It works both ways.<br /><br />What is also a good feature is the carrying strap.  This is wide enough, you don't have to scrunch to get your arm through.  When I go into a large store, I always fear leaving my bag, so I just pop this on my arm and it stays!<br /><br />There are two compartments, with zippers that flow easily.  The zippers have small metal pulls, making it easy to grab!  One side of the wallet is for the credit cards.  Each side of this credit card compartment has slots for the cards,  and.....  two spots to place dollar bills, without folding them.<br /><br />The other side is where you can place a cell phone, ipod, etc.,  and there is a zipper for cash.<br /><br />Very attractive wallet, sufficient to hold a lot of cards, and other small necessities.  Review for Product!",2,45200150,0
